ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
123.8468074,-38.9898703,08h15m23.23s,-38d59m23.53s,0.0434,0.0498,-0.0049,11.639,0.021,52.8,11.300,11.705,0.033,32.5,2.778,1,0,0000,AA,10,58072.89808159,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.793056,254.113852
123.8468070,-38.9898696,08h15m23.23s,-38d59m23.53s,0.0410,0.0461,-0.0142,11.489,0.018,58.7,12.110,11.330,0.026,42.5,3.115,1,0,0000,AA,5,59690.34578288,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.793449,254.310998
123.8468419,-38.9899300,08h15m23.24s,-38d59m23.75s,0.0461,0.0499,-0.0192,11.661,0.019,56.3,12.420,11.750,0.033,33.2,4.146,1,0,0000,AA,5,57867.33805803,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.794033,237.039702
123.8468086,-38.9898757,08h15m23.23s,-38d59m23.55s,0.0507,0.0505,-0.0162,11.603,0.025,43.8,13.260,11.661,0.029,36.8,2.595,1,0,0000,AA,5,59895.46503062,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.795394,252.70063
123.8468018,-38.9898556,08h15m23.23s,-38d59m23.48s,0.0435,0.0547,0.0041,11.617,0.023,47.3,8.455,11.701,0.032,34.4,1.866,1,0,0000,AA,10,56979.19670286,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.79556,258.091656
123.8468162,-38.9898941,08h15m23.24s,-38d59m23.62s,0.0445,0.0535,-0.0160,11.592,0.021,51.0,9.622,11.620,0.031,35.1,2.056,1,0,0000,AA,5,59895.46490325,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.797825,247.6983
123.8468202,-38.9899018,08h15m23.24s,-38d59m23.65s,0.0442,0.0507,-0.0152,11.683,0.020,53.6,13.070,11.807,0.033,33.4,3.119,1,0,0000,AA,10,57866.42135109,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.798547,245.552913
123.8468172,-38.9898968,08h15m23.24s,-38d59m23.63s,0.0537,0.0496,0.0164,11.718,0.023,47.3,14.980,11.765,0.035,31.4,4.568,1,0,0000,AA,5,58071.78527460,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.798984,246.977248
123.8468234,-38.9899089,08h15m23.24s,-38d59m23.67s,0.0421,0.0420,-0.0111,11.628,0.018,59.8,15.650,11.687,0.028,38.1,2.629,1,0,0000,AA,10,56978.99945617,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.801428,243.624119
123.8468121,-38.9898910,08h15m23.23s,-38d59m23.61s,0.0436,0.0452,-0.0100,11.612,0.020,54.3,17.430,11.635,0.033,33.2,2.516,1,0,0000,AA,5,59899.83145050,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.804334,248.743978
123.8467981,-38.9898565,08h15m23.23s,-38d59m23.48s,0.0477,0.0516,-0.0157,11.632,0.024,46.0,9.246,11.640,0.034,31.9,2.409,1,0,0000,AA,5,59895.72569138,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.806358,258.018186
123.8468044,-38.9898763,08h15m23.23s,-38d59m23.55s,0.0511,0.0500,0.0089,11.663,0.023,46.2,11.650,11.814,0.036,30.1,2.706,1,0,0000,AA,5,58072.76717807,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.807254,252.802292
123.8468165,-38.9899015,08h15m23.24s,-38d59m23.65s,0.0437,0.0482,-0.0151,11.640,0.019,57.1,15.480,11.799,0.033,33.0,3.188,1,0,0000,AA,10,57506.54562972,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.80754,245.92667
123.8468151,-38.9898993,08h15m23.24s,-38d59m23.64s,0.0458,0.0479,-0.0099,11.645,0.020,54.2,11.310,11.843,0.042,25.8,2.263,1,0,0000,AA,5,57506.08695803,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.807938,246.552806
123.8467947,-38.9898460,08h15m23.23s,-38d59m23.45s,0.0496,0.0508,-0.0098,11.640,0.023,47.8,11.230,11.703,0.035,31.2,2.965,1,0,0000,AA,10,57341.27377601,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.808756,260.778744
123.8468131,-38.9898964,08h15m23.24s,-38d59m23.63s,0.0421,0.0520,-0.0115,11.625,0.020,53.4,25.170,11.817,0.032,34.2,4.707,1,0,0000,AA,5,56979.39382213,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.809001,247.388877
123.8468013,-38.9898698,08h15m23.23s,-38d59m23.53s,0.0441,0.0452,0.0092,11.646,0.020,53.0,12.360,11.720,0.028,38.6,1.794,1,0,0000,AA,10,57340.74901490,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.809007,254.567356
123.8467994,-38.9898649,08h15m23.23s,-38d59m23.51s,0.0436,0.0481,-0.0081,11.635,0.021,52.4,10.250,11.761,0.034,31.7,1.832,1,0,0000,AA,10,58072.04708157,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.809649,255.870892
123.8468104,-38.9898929,08h15m23.23s,-38d59m23.61s,0.0549,0.0537,0.0203,11.675,0.023,47.5,21.370,11.778,0.035,30.7,4.100,1,0,0000,AA,5,56979.19657550,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.811263,248.415555
123.8468262,-38.9899192,08h15m23.24s,-38d59m23.71s,0.0446,0.0419,-0.0162,11.641,0.019,56.1,13.590,11.635,0.030,35.8,2.659,1,0,0000,AA,10,56789.04500248,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.811712,241.032675
123.8468105,-38.9898940,08h15m23.23s,-38d59m23.62s,0.0428,0.0482,0.0121,11.713,0.021,52.2,16.370,11.693,0.028,38.7,4.716,1,0,0000,AA,5,57340.61785646,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.812468,248.148616
123.8467995,-38.9898688,08h15m23.23s,-38d59m23.53s,0.0459,0.0495,-0.0096,11.663,0.020,55.0,13.750,11.737,0.035,30.7,1.816,1,0,0000,AA,10,57146.97199516,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.812921,254.906406
123.8468030,-38.9898793,08h15m23.23s,-38d59m23.57s,0.0483,0.0484,-0.0205,11.632,0.020,54.3,16.570,11.648,0.029,37.4,2.764,1,0,0000,AA,5,59895.92115572,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.814245,252.157794
123.8467990,-38.9898691,08h15m23.23s,-38d59m23.53s,0.0415,0.0464,0.0076,11.665,0.020,53.2,13.170,11.660,0.033,32.7,2.674,1,0,0000,AA,5,58072.63627461,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.814552,254.858685
123.8468109,-38.9898969,08h15m23.23s,-38d59m23.63s,0.0431,0.0516,0.0027,11.631,0.020,55.1,10.480,11.559,0.035,30.6,2.413,1,0,0000,AA,5,59896.70313814,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.815375,247.438424
123.8468057,-38.9898898,08h15m23.23s,-38d59m23.60s,0.0564,0.0567,0.0250,11.645,0.026,42.3,9.736,11.714,0.036,30.3,1.641,1,0,0000,AA,10,57705.36529782,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.81953,249.479369
123.8468113,-38.9899011,08h15m23.23s,-38d59m23.64s,0.0452,0.0478,-0.0166,11.664,0.019,58.6,9.487,11.781,0.033,33.4,2.026,1,0,0000,AA,10,57147.23455247,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.820273,246.433076
123.8468160,-38.9899092,08h15m23.24s,-38d59m23.67s,0.0411,0.0434,-0.0138,11.622,0.017,62.1,13.320,11.707,0.029,37.4,1.643,1,0,0000,AA,10,56975.18644457,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.820498,244.198919
123.8468056,-38.9898906,08h15m23.23s,-38d59m23.61s,0.0439,0.0464,-0.0126,11.664,0.020,55.3,13.540,11.693,0.029,37.5,3.264,1,0,0000,AA,5,58071.65424372,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.820803,249.297935
123.8467986,-38.9898748,08h15m23.23s,-38d59m23.55s,0.0412,0.0449,0.0108,11.635,0.020,54.8,9.584,11.656,0.031,35.3,3.980,1,0,0000,AA,10,57341.33935521,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.821223,253.496996
123.8468123,-38.9899038,08h15m23.23s,-38d59m23.65s,0.0471,0.0490,-0.0055,11.654,0.022,50.1,14.210,11.715,0.036,30.3,3.924,1,0,0000,AA,5,57866.55238194,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.821654,245.733781
123.8468090,-38.9898990,08h15m23.23s,-38d59m23.64s,0.0434,0.0457,-0.0099,11.677,0.021,52.5,13.150,11.733,0.028,38.6,3.643,1,0,0000,AA,5,57506.41459885,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.823205,247.094478
123.8468144,-38.9899090,08h15m23.24s,-38d59m23.67s,0.0447,0.0459,0.0103,11.612,0.023,47.8,15.000,11.724,0.031,34.7,4.076,1,0,0000,AA,10,57340.74914221,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.82422,244.379437
123.8467889,-38.9898450,08h15m23.23s,-38d59m23.44s,0.0463,0.0489,-0.0132,11.676,0.020,53.4,7.665,11.650,0.032,34.4,1.934,1,0,0000,AA,10,56979.06516263,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.824225,261.20655
123.8468333,-38.9899352,08h15m23.24s,-38d59m23.77s,0.0422,0.0454,-0.0200,11.556,0.018,58.9,34.140,11.413,0.025,43.6,10.540,1,0,0000,AA,0,59531.15168811,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.824414,236.857967
123.8467912,-38.9898610,08h15m23.23s,-38d59m23.50s,0.0401,0.0425,-0.0128,11.478,0.018,60.3,25.000,11.287,0.026,41.7,7.822,1,0,0000,AA,0,59531.54376146,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.828695,257.199614
123.8468080,-38.9899012,08h15m23.23s,-38d59m23.64s,0.0503,0.0537,-0.0132,11.682,0.022,50.1,15.480,11.764,0.034,31.8,5.000,1,0,0000,AA,5,57705.49632887,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.828888,246.665461
123.8467997,-38.9898868,08h15m23.23s,-38d59m23.59s,0.0412,0.0446,-0.0080,11.510,0.019,57.3,12.730,11.303,0.027,39.7,4.102,1,0,0000,AA,10,59689.82356924,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.831619,250.581774
123.8468060,-38.9899001,08h15m23.23s,-38d59m23.64s,0.0418,0.0471,-0.0053,11.644,0.020,54.1,18.750,11.737,0.031,35.5,3.446,1,0,0000,AA,5,57505.89034748,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.832476,247.068285
123.8467860,-38.9898460,08h15m23.23s,-38d59m23.45s,0.0437,0.0498,-0.0174,11.637,0.022,49.2,7.167,11.726,0.031,34.8,3.120,2,0,0000,AA,10,57505.43167569,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.832794,261.047127
123.8468100,-38.9899093,08h15m23.23s,-38d59m23.67s,0.0481,0.0513,-0.0115,11.639,0.022,49.1,13.240,11.744,0.031,35.5,3.399,1,0,0000,AA,10,56979.91972837,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.8358,244.67763
123.8467945,-38.9898832,08h15m23.23s,-38d59m23.58s,0.0533,0.0535,0.0055,11.635,0.023,47.5,9.059,11.780,0.036,29.8,1.390,1,0,0000,AA,5,58072.30888852,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.841208,251.743846
123.8468059,-38.9899074,08h15m23.23s,-38d59m23.67s,0.0460,0.0519,0.0047,11.667,0.020,53.1,12.030,11.760,0.033,32.7,1.339,1,0,0000,AA,10,58072.17798505,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.843317,245.431089
123.8467978,-38.9898924,08h15m23.23s,-38d59m23.61s,0.0424,0.0496,-0.0106,11.505,0.022,50.2,12.600,11.286,0.027,39.9,3.409,1,0,0000,AA,5,59690.08461266,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.843513,249.41027
123.8467955,-38.9898911,08h15m23.23s,-38d59m23.61s,0.0528,0.0486,0.0176,11.736,0.022,49.0,21.470,11.838,0.037,29.4,4.268,1,0,0000,AA,0,58072.50524377,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.84792,249.859246
123.8467936,-38.9898873,08h15m23.23s,-38d59m23.59s,0.0401,0.0470,-0.0092,11.537,0.019,56.4,10.700,11.555,0.029,37.1,2.208,1,0,0000,AA,5,59899.89652022,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.848326,250.850379
123.8467972,-38.9898950,08h15m23.23s,-38d59m23.62s,0.0438,0.0477,-0.0081,11.662,0.018,59.5,11.560,11.774,0.036,29.9,1.415,1,0,0000,AA,10,56979.13086909,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.848415,248.858404
123.8467800,-38.9898447,08h15m23.23s,-38d59m23.44s,0.0450,0.0490,-0.0112,11.603,0.021,50.7,11.520,11.645,0.032,33.7,2.737,1,0,0000,AA,5,59896.24701356,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.848682,261.53562
123.8467999,-38.9899010,08h15m23.23s,-38d59m23.64s,0.0436,0.0447,-0.0135,11.650,0.019,58.0,11.660,11.727,0.030,36.6,2.926,1,0,0000,AA,10,56788.38692034,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.849467,247.315588
123.8467938,-38.9898892,08h15m23.23s,-38d59m23.60s,0.0456,0.0489,-0.0155,11.672,0.019,56.6,12.350,11.783,0.031,35.0,3.520,1,0,0000,AA,5,57866.74873734,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.850067,250.402485
123.8468057,-38.9899121,08h15m23.23s,-38d59m23.68s,0.0466,0.0480,-0.0132,11.617,0.023,46.3,8.305,11.726,0.033,33.0,2.666,1,0,0000,AA,10,57341.40493444,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.851,244.410653
123.8468077,-38.9899162,08h15m23.23s,-38d59m23.70s,0.0433,0.0496,-0.0151,11.646,0.019,58.6,13.640,11.682,0.033,32.6,2.682,1,0,0000,AA,10,56978.86791598,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.85247,243.3534
123.8467962,-38.9898982,08h15m23.23s,-38d59m23.63s,0.0461,0.0484,-0.0130,11.600,0.022,49.2,12.220,11.709,0.030,36.0,2.255,1,0,0000,AA,10,57146.70955123,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.855236,248.206173
123.8468030,-38.9899133,08h15m23.23s,-38d59m23.69s,0.0390,0.0431,-0.0091,11.632,0.018,61.2,13.660,11.726,0.031,35.0,3.550,1,0,0000,AA,10,56787.99204558,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.859676,244.368453
123.8467968,-38.9899031,08h15m23.23s,-38d59m23.65s,0.0417,0.0487,-0.0163,11.615,0.019,56.1,10.330,11.697,0.029,38.0,2.249,1,0,0000,AA,10,57147.62828126,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.860395,247.073858
123.8468078,-38.9899220,08h15m23.23s,-38d59m23.72s,0.0416,0.0448,0.0098,11.631,0.021,52.7,17.440,11.695,0.032,34.2,3.644,1,0,0000,AA,10,56788.18954667,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.861789,242.104197
123.8467805,-38.9898662,08h15m23.23s,-38d59m23.52s,0.0466,0.0532,0.0097,11.628,0.022,49.4,14.770,11.796,0.035,31.2,2.185,1,0,0000,AA,10,57340.81459414,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.862117,256.42723
123.8467988,-38.9899079,08h15m23.23s,-38d59m23.67s,0.0550,0.0546,0.0163,11.676,0.024,44.5,13.330,11.689,0.037,29.2,2.984,1,0,0000,AA,10,57713.22575332,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.862161,245.871247
123.8468029,-38.9899189,08h15m23.23s,-38d59m23.71s,0.0435,0.0474,-0.0170,11.618,0.018,60.1,13.180,11.741,0.030,35.7,3.279,1,0,0000,AA,10,57506.34901973,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.868836,243.177716
123.8467999,-38.9899143,08h15m23.23s,-38d59m23.69s,0.0423,0.0497,-0.0146,11.602,0.021,51.2,11.300,11.666,0.028,38.3,3.234,1,0,0000,AA,10,57340.35553963,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.869053,244.401848
123.8467914,-38.9898993,08h15m23.23s,-38d59m23.64s,0.0484,0.0489,0.0133,11.706,0.021,50.7,8.782,11.798,0.033,32.7,2.040,1,0,0000,AA,10,56978.93362240,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.869178,248.292494
123.8467923,-38.9899031,08h15m23.23s,-38d59m23.65s,0.0517,0.0492,0.0114,11.710,0.023,48.1,10.490,11.800,0.031,35.5,3.001,1,0,0000,AA,5,57340.88017333,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.872005,247.396142
123.8467893,-38.9898986,08h15m23.23s,-38d59m23.63s,0.0477,0.0526,-0.0142,11.722,0.022,49.9,18.380,11.733,0.031,34.7,4.305,1,0,0000,AA,10,57506.93884975,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.873715,248.588553
123.8467942,-38.9899082,08h15m23.23s,-38d59m23.67s,0.0495,0.0488,-0.0066,11.693,0.021,52.6,10.410,11.744,0.033,32.9,2.220,1,0,0000,AA,5,58072.37434030,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.874358,246.151449
123.8467864,-38.9898946,08h15m23.23s,-38d59m23.62s,0.0432,0.0466,0.0061,11.699,0.021,52.5,10.730,11.726,0.030,35.7,2.131,1,0,0000,AA,10,57866.22499579,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.876166,249.65901
123.8467943,-38.9899100,08h15m23.23s,-38d59m23.68s,0.0430,0.0494,0.0048,11.693,0.022,48.8,9.420,11.719,0.029,37.9,3.327,1,0,0000,AA,10,57146.77513039,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.876743,245.756737
123.8467738,-38.9898625,08h15m23.23s,-38d59m23.51s,0.0484,0.0531,0.0067,11.664,0.022,49.1,9.274,11.747,0.030,36.1,2.638,1,0,0000,AA,10,57147.30013147,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.877383,257.560153
123.8467996,-38.9899191,08h15m23.23s,-38d59m23.71s,0.0428,0.0451,0.0053,11.450,0.022,49.4,11.560,11.354,0.027,40.8,4.458,1,0,0000,AA,5,59689.69304781,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.87741,243.407835
123.8467888,-38.9899005,08h15m23.23s,-38d59m23.64s,0.0453,0.0488,-0.0149,11.673,0.019,58.7,11.770,11.791,0.033,32.8,1.256,1,0,0000,AA,10,57147.56270222,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.877534,248.206124
123.8468299,-38.9899571,08h15m23.24s,-38d59m23.85s,0.0426,0.0476,-0.0175,11.651,0.018,60.6,15.010,11.724,0.037,29.7,4.095,1,0,0000,AA,10,56788.71596139,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.877593,232.884458
123.8468041,-38.9899262,08h15m23.23s,-38d59m23.73s,0.0435,0.0471,-0.0105,11.585,0.022,48.7,7.224,11.725,0.029,37.8,2.429,1,0,0000,AA,10,57505.30064477,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.878056,241.548279
123.8467914,-38.9899063,08h15m23.23s,-38d59m23.66s,0.0471,0.0482,0.0148,11.699,0.022,48.5,14.060,11.762,0.028,39.2,4.577,1,0,0000,AA,5,57505.95579980,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.878809,246.765859
123.8467765,-38.9898743,08h15m23.23s,-38d59m23.55s,0.0467,0.0473,-0.0052,11.684,0.021,51.3,11.700,11.697,0.038,28.9,3.477,1,0,0000,AA,10,57505.95592716,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.880216,254.752862
123.8467969,-38.9899169,08h15m23.23s,-38d59m23.70s,0.0536,0.0506,0.0248,11.576,0.024,44.5,11.890,11.572,0.033,32.4,3.023,1,0,0000,AA,5,59896.57274410,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.880683,244.088625
123.8467773,-38.9898771,08h15m23.23s,-38d59m23.56s,0.0448,0.0510,-0.0207,11.721,0.019,56.5,10.420,11.721,0.031,35.5,2.555,1,0,0000,AA,5,57867.01067183,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.880763,254.081906
123.8467874,-38.9899006,08h15m23.23s,-38d59m23.64s,0.0493,0.0494,-0.0192,11.607,0.022,48.7,13.830,11.698,0.035,31.3,2.585,1,0,0000,AA,10,57341.86398896,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.881305,248.278945
123.8468157,-38.9899436,08h15m23.24s,-38d59m23.80s,0.0400,0.0465,-0.0020,11.609,0.018,58.8,12.060,11.717,0.029,37.3,2.279,1,0,0000,AA,10,56788.91333510,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.882183,236.962109
123.8467945,-38.9899172,08h15m23.23s,-38d59m23.70s,0.0516,0.0613,0.0067,11.598,0.029,37.5,11.130,11.762,0.030,36.4,4.863,1,0,0000,AA,10,57340.68356302,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.887197,244.215402
123.8467814,-38.9898929,08h15m23.23s,-38d59m23.61s,0.0486,0.0568,-0.0169,11.709,0.022,49.2,12.550,11.783,0.034,31.8,2.178,1,0,0000,AA,10,57705.82384279,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.887223,250.343663
